system:index,clay,elevation,label,landforms,latitude,longitude,org_carbon,ph,pixel_id,.geo
42_0,17,94,0,31,33.17994875541762,-93.33024186477667,5,51,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,15,163,0,21,35.40103329540313,-93.3935730923071,6,52,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,16,130,0,31,35.93373425888601,-91.3674229689755,4,58,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,17,133,0,41,33.50109646949035,-89.64086099289779,5,50,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,17,124,0,31,34.99813889047553,-92.45213867454983,4,54,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,21,110,0,34,34.04772131987708,-93.68777134785623,2,58,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,13,79,0,31,33.955644003254825,-91.94503969666435,2,52,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,14,67,0,31,33.754421379612054,-91.98950630322827,5,52,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,16,138,0,31,35.43112685742114,-93.83374758152566,2,59,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,15,107,0,22,35.22316686914747,-90.72467838318799,4,54,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,10,107,0,21,33.409917468152216,-93.3387758599758,3,51,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,40,35,0,41,33.70321740841724,-90.45069222153154,4,68,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,20,48,0,21,33.62686060926708,-92.75621839822429,5,53,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,17,143,0,34,35.25685369230195,-94.0978522750568,2,63,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,32,59,0,34,35.05608022630124,-90.58094793772887,2,58,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,14,224,0,21,34.19459586883062,-93.40884445213712,5,53,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,20,116,0,31,33.49346078957533,-94.40417778694155,4,53,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,15,104,0,21,33.36949328036684,-94.4270848266866,2,53,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,16,267,0,41,34.32889400380648,-93.64599968714467,3,55,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,20,87,0,42,34.67025381177191,-92.37533271775762,3,63,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,25,38,0,31,33.758463798390586,-90.1016967336511,3,58,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,16,305,0,31,36.1080074240052,-94.57126442978777,4,62,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,29,81,0,21,35.681756821690485,-89.92832188381603,13,63,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,43,62,0,41,35.35477005827098,-90.53603217352288,4,59,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,14,109,0,21,34.12093401553282,-89.9799750126529,5,52,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,15,206,0,42,36.2050254746901,-91.89608151367985,2,61,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,15,113,0,31,34.179773666642646,-92.17141514826248,5,53,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,14,386,0,31,36.412985462963775,-94.35881286509351,3,56,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,14,144,0,31,36.176279385598285,-90.55669342505763,7,51,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,13,292,0,21,34.2628678304237,-94.47649216731317,6,54,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,16,242,0,31,36.463291118874466,-92.10493981723764,2,63,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,15,93,0,41,33.74543822677086,-92.48941875884078,6,50,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,22,85,0,31,33.61742829878382,-93.81443380291708,2,56,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,14,109,0,31,34.125425591953416,-92.74858271830927,4,52,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,28,49,0,21,33.48941837079679,-91.23042988814728,4,60,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,14,394,0,34,36.29306037253382,-94.47739048259729,3,57,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,19,205,0,31,35.998862116984675,-92.04205774734926,6,57,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,19,90,0,31,35.511076917707776,-91.91539529228841,4,60,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,25,43,0,24,33.88063467703084,-90.14391755200472,2,59,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,26,61,0,34,34.58805796327497,-91.5026194192355,4,62,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,16,222,0,31,36.52033413941606,-91.72719824026538,3,59,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,17,392,0,21,35.649866629104245,-93.01358572712454,8,49,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,18,236,0,32,35.71499448720291,-91.777054738534,8,52,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,14,200,0,22,35.40462655653961,-91.54573855287323,4,56,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,16,107,0,31,35.205649721107136,-93.05445907255196,2,57,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,14,109,0,41,36.12507541440347,-90.5526510062791,2,54,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,13,88,0,31,33.178601282491435,-94.02329210647487,2,53,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,14,248,0,32,35.66019725487162,-92.15838957664275,6,53,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,22,65,0,24,33.143566986410775,-93.79332339374028,2,60,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,24,105,0,24,33.68165784159837,-94.52814529615004,3,56,91,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,37,67,0,24,35.50254292250864,-90.25261370138318,3,63,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,13,110,0,21,34.95726554504809,-90.76914498975191,2,52,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,12,61,0,31,33.28145838252313,-92.69153969776768,2,53,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,17,241,0,31,34.915493884336534,-94.01655474184398,2,58,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,15,142,0,31,35.25101464295518,-93.96984234706976,3,55,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,15,97,0,21,33.54331728784396,-93.50765913339026,5,50,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,16,163,0,21,34.265562776276056,-93.17079090184545,6,50,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,16,321,0,32,35.90723395800448,-94.55150149353715,3,59,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,18,336,0,24,36.36717138347368,-94.58878157782812,3,60,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,17,383,0,41,34.440285099037304,-94.19711611395199,6,52,101,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,20,65,0,41,35.69837565444669,-90.61553307616747,2,61,102,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,18,67,0,31,33.95070326919217,-92.12560106877238,5,53,103,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,17,289,0,31,35.917564583771856,-92.53523283833088,4,59,104,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,18,114,0,41,35.4315760150632,-93.34686069753288,3,56,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,12,417,0,31,36.27284827864113,-93.88405323743635,4,55,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,13,85,0,21,33.25765302749396,-93.50765913339026,4,48,107,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,16,160,0,41,36.42960429571999,-91.64724817997873,2,61,108,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,18,405,0,21,35.178251104941495,-93.53236280370355,9,52,109,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,20,275,0,41,35.67187535356517,-93.7048393382545,7,55,110,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,21,112,0,21,33.657403328927145,-93.60198223822282,3,55,111,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,17,103,0,21,35.3188374469062,-92.45932519682279,3,59,112,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,15,63,0,31,34.22334195792244,-89.95616965762373,2,53,113,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,18,118,0,41,34.017627757859074,-94.40552525986773,2,57,114,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,19,464,0,22,35.719486063623506,-93.29610588398012,7,51,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,15,151,0,31,34.27544424440138,-92.77912543796933,2,53,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0,18,648,0,11,35.90049659337359,-94.10234385147739,5,49,117,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,14,133,0,21,34.346411151846816,-92.92734745984906,4,54,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,16,261,0,21,35.50883112949748,-94.31973615023432,3,57,120,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,15,112,0,21,33.48492679437619,-93.48295546307698,3,50,121,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,22,271,0,21,35.43561843384174,-92.81146478819764,7,57,122,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,20,88,0,41,35.18453931193033,-92.2625941496006,3,61,123,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,14,228,0,41,35.56093341597641,-94.34713476639996,3,60,124,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,21,408,0,24,36.355493284780124,-94.13827646284217,4,61,125,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,14,146,0,41,35.42528780807436,-94.28739680000601,2,56,126,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,18,93,0,21,34.34236873306828,-92.65470877111878,5,49,127,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,16,121,0,31,34.53460820386986,-92.70995516109213,3,58,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,14,406,0,31,36.46194364594829,-94.17600570477519,3,53,129,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,19,294,0,41,36.15067740000087,-94.47244974853463,4,60,130,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,15,289,0,22,35.6525615749566,-91.96435347527293,4,53,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,14,54,0,31,34.95501975683779,-91.29106616982534,2,58,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,14,58,0,24,34.482056759748865,-90.88323103083508,2,57,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,15,360,0,24,36.173135282103864,-94.60090883416372,3,56,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,21,93,0,24,33.60709767301645,-94.30087152926781,2,58,135,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,16,290,0,21,36.44936723197062,-92.53702946889912,6,56,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,18,139,0,21,34.21660459329154,-92.84110919257358,8,55,137,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,16,199,0,31,36.38603600444019,-91.80580082762583,2,62,138,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,13,99,0,31,33.34658624062179,-93.11195125073561,4,47,139,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,14,129,0,31,34.94109586993394,-92.27292477536798,2,54,140,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,14,315,0,41,34.389081127842495,-93.89393470556166,5,56,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,17,93,0,31,35.12165724204196,-92.06900720587285,2,56,143,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,17,204,0,34,34.9047141009271,-94.17286160128077,3,58,144,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,16,198,0,31,34.79736542447482,-94.04125841215726,2,58,145,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,16,108,0,31,33.66548816648422,-93.36797110670967,3,52,147,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,24,106,0,41,35.26493852985903,-93.19414709923255,7,56,149,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,14,139,0,34,35.01385940794762,-93.34955564338523,5,55,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
151_0,13,110,0,31,34.52787083923896,-90.11157820177641,2,54,151,"{""type"":""MultiPoint"",""coordinates"":[]}"
152_0,24,71,0,34,35.689392501605504,-91.19719222263485,2,57,152,"{""type"":""MultiPoint"",""coordinates"":[]}"
153_0,19,246,0,21,34.31047854048204,-93.71741575223217,3,58,153,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,33,36,0,34,33.16063497680905,-90.99327465313972,2,59,154,"{""type"":""MultiPoint"",""coordinates"":[]}"
155_0,17,210,0,24,35.367795629890715,-92.41261280204857,2,57,155,"{""type"":""MultiPoint"",""coordinates"":[]}"
156_0,32,69,0,21,35.2384382289775,-91.42985588122181,8,62,156,"{""type"":""MultiPoint"",""coordinates"":[]}"
157_0,22,384,0,32,34.728644305239676,-94.41630504327716,10,55,157,"{""type"":""MultiPoint"",""coordinates"":[]}"
158_0,19,90,0,21,33.178152124849376,-93.19549457215874,5,48,158,"{""type"":""MultiPoint"",""coordinates"":[]}"
159_0,15,41,0,42,33.73241265515112,-90.62766033250308,2,56,159,"{""type"":""MultiPoint"",""coordinates"":[]}"
160_0,19,68,0,24,33.096854591636564,-93.84722231078744,2,60,160,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,21,206,0,42,36.43050261100411,-92.3910532352297,4,62,161,"{""type"":""MultiPoint"",""coordinates"":[]}"
162_0,24,401,0,21,36.335730348529495,-94.1647767637237,5,63,162,"{""type"":""MultiPoint"",""coordinates"":[]}"
163_0,15,308,0,22,34.35853840818243,-93.16360437957249,9,54,163,"{""type"":""MultiPoint"",""coordinates"":[]}"
164_0,15,65,0,31,33.515020356394196,-91.64455323412638,4,51,164,"{""type"":""MultiPoint"",""coordinates"":[]}"
165_0,17,353,0,41,35.96248034797784,-94.31883783495019,4,60,165,"{""type"":""MultiPoint"",""coordinates"":[]}"
167_0,22,125,0,41,35.41046560588639,-94.33410919478023,4,68,167,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0,15,348,0,41,36.00470116633145,-94.58608663197575,4,58,168,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0,13,82,0,31,33.21453389385622,-92.57026713441155,5,50,169,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0,16,101,0,31,36.358188230632486,-91.11948795055852,2,61,170,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0,16,58,0,21,33.55589370182164,-92.62865762787932,5,51,171,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0,26,73,0,34,35.06775832499479,-90.00288205239795,4,62,172,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,14,207,0,21,34.16540062209673,-94.02463957940105,2,54,173,"{""type"":""MultiPoint"",""coordinates"":[]}"
174_0,13,107,0,31,34.60467679603118,-92.37443440247348,2,53,174,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,19,314,0,21,35.21867529272687,-93.67878819501503,7,50,175,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,15,134,0,21,35.41944875872758,-94.22316725719146,2,59,176,"{""type"":""MultiPoint"",""coordinates"":[]}"
177_0,16,199,0,21,35.565874150039065,-92.31020485965894,3,54,177,"{""type"":""MultiPoint"",""coordinates"":[]}"
178_0,17,109,0,21,33.04520146279969,-89.8070493204599,4,51,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,17,299,0,41,35.831775474138446,-92.1467114779492,5,54,179,"{""type"":""MultiPoint"",""coordinates"":[]}"
180_0,21,96,0,34,33.79484556739743,-94.31614288909783,4,55,180,"{""type"":""MultiPoint"",""coordinates"":[]}"
181_0,13,83,0,41,33.97810188535781,-89.87442296676886,2,53,181,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,27,72,0,21,35.190378361277105,-89.95482218469756,3,60,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
183_0,20,103,0,31,33.45348575943201,-94.39878789523684,4,56,183,"{""type"":""MultiPoint"",""coordinates"":[]}"
184_0,17,103,0,21,33.50513888826888,-93.65947441640647,2,55,184,"{""type"":""MultiPoint"",""coordinates"":[]}"
185_0,14,154,0,21,34.0854505618101,-93.48115883250874,4,54,185,"{""type"":""MultiPoint"",""coordinates"":[]}"
186_0,19,78,0,21,34.39087775841073,-92.34838325923403,8,55,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
187_0,19,367,0,31,34.946934919280714,-93.97478308113241,8,51,187,"{""type"":""MultiPoint"",""coordinates"":[]}"
188_0,25,131,0,34,35.352524270060684,-94.28604932707984,3,65,188,"{""type"":""MultiPoint"",""coordinates"":[]}"
189_0,17,666,0,21,36.130465306108185,-93.30913145559985,6,49,189,"{""type"":""MultiPoint"",""coordinates"":[]}"
190_0,15,233,0,21,36.30967920529003,-92.29762844568127,3,55,190,"{""type"":""MultiPoint"",""coordinates"":[]}"
191_0,11,72,0,31,34.028856698910566,-92.17455925175689,5,52,191,"{""type"":""MultiPoint"",""coordinates"":[]}"
192_0,18,393,0,21,35.182293523720034,-93.70573765353862,10,48,192,"{""type"":""MultiPoint"",""coordinates"":[]}"
193_0,17,98,0,21,33.2895432200802,-90.06666243757044,4,53,193,"{""type"":""MultiPoint"",""coordinates"":[]}"
194_0,15,248,0,42,36.42241777344703,-91.42446598951709,3,53,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
195_0,32,70,0,41,33.19477095760559,-93.5831176172563,11,52,195,"{""type"":""MultiPoint"",""coordinates"":[]}"
196_0,19,80,0,21,34.53505736151192,-90.63619432770221,2,52,196,"{""type"":""MultiPoint"",""coordinates"":[]}"
197_0,22,95,0,31,33.54421560312808,-93.46453999975253,4,56,197,"{""type"":""MultiPoint"",""coordinates"":[]}"
198_0,16,56,0,31,34.35135188590947,-90.05902675765542,3,56,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
199_0,14,85,0,31,34.92268040660949,-92.11931286178354,2,53,199,"{""type"":""MultiPoint"",""coordinates"":[]}"
200_0,11,96,0,21,33.67536963460953,-89.96829691395935,2,53,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
201_0,15,96,0,21,34.757839551973554,-89.99300058427264,4,54,201,"{""type"":""MultiPoint"",""coordinates"":[]}"
202_0,15,411,0,21,36.2485937659699,-93.90740943482345,4,58,202,"{""type"":""MultiPoint"",""coordinates"":[]}"
203_0,15,334,0,31,36.10396500522666,-92.9547460760147,3,58,203,"{""type"":""MultiPoint"",""coordinates"":[]}"
204_0,14,103,0,21,33.866710790126994,-93.9905035986045,4,52,204,"{""type"":""MultiPoint"",""coordinates"":[]}"
205_0,17,203,0,21,35.42438949279024,-92.20824607491137,4,56,205,"{""type"":""MultiPoint"",""coordinates"":[]}"
206_0,18,114,0,31,33.23519514539097,-90.13358692623734,5,56,206,"{""type"":""MultiPoint"",""coordinates"":[]}"
207_0,16,215,0,21,35.34309195957743,-92.59272501651454,3,58,207,"{""type"":""MultiPoint"",""coordinates"":[]}"
208_0,15,105,0,31,36.07387144320866,-90.64562663818548,2,57,208,"{""type"":""MultiPoint"",""coordinates"":[]}"
209_0,18,89,0,41,33.046998093367925,-94.4872719507226,2,57,209,"{""type"":""MultiPoint"",""coordinates"":[]}"
210_0,13,101,0,21,34.18965513476796,-93.04637423499489,3,55,210,"{""type"":""MultiPoint"",""coordinates"":[]}"
211_0,16,91,0,34,34.311826013408215,-92.53747862654119,2,57,211,"{""type"":""MultiPoint"",""coordinates"":[]}"
212_0,13,237,0,31,34.703042319642265,-92.9313898786276,7,54,212,"{""type"":""MultiPoint"",""coordinates"":[]}"
213_0,11,70,0,42,33.83392228225663,-93.07826442758113,4,53,213,"{""type"":""MultiPoint"",""coordinates"":[]}"
214_0,16,380,0,21,36.33707782145568,-93.37695425955087,2,55,214,"{""type"":""MultiPoint"",""coordinates"":[]}"
215_0,17,306,0,22,35.49445808495157,-92.79349848251525,9,51,215,"{""type"":""MultiPoint"",""coordinates"":[]}"
216_0,15,162,0,31,34.28712234309493,-93.38818320060237,3,52,216,"{""type"":""MultiPoint"",""coordinates"":[]}"
217_0,17,191,0,34,35.139174390082296,-94.29548163756309,2,55,217,"{""type"":""MultiPoint"",""coordinates"":[]}"
218_0,20,61,0,31,34.93660429351334,-91.23447230692581,5,57,218,"{""type"":""MultiPoint"",""coordinates"":[]}"
219_0,13,236,0,21,34.38818281255838,-93.34506406696464,5,53,219,"{""type"":""MultiPoint"",""coordinates"":[]}"
220_0,11,75,0,41,34.18201945485294,-92.0717021517252,3,50,220,"{""type"":""MultiPoint"",""coordinates"":[]}"
221_0,17,502,0,22,35.631002008137735,-92.94172050439497,7,49,221,"{""type"":""MultiPoint"",""coordinates"":[]}"
222_0,11,111,0,31,36.451613020180915,-90.24587633675229,2,60,222,"{""type"":""MultiPoint"",""coordinates"":[]}"
223_0,14,102,0,31,34.4146831134399,-92.55679240514975,4,51,223,"{""type"":""MultiPoint"",""coordinates"":[]}"
224_0,16,223,0,31,36.401307364270224,-91.82691123680264,2,58,224,"{""type"":""MultiPoint"",""coordinates"":[]}"
225_0,15,208,0,31,35.43651674912586,-94.59956136123755,3,62,225,"{""type"":""MultiPoint"",""coordinates"":[]}"
226_0,15,174,0,41,35.19846319883418,-94.30087152926781,3,56,226,"{""type"":""MultiPoint"",""coordinates"":[]}"
227_0,16,138,0,34,35.10728419749605,-94.5744085332822,2,58,227,"{""type"":""MultiPoint"",""coordinates"":[]}"
228_0,21,278,0,21,36.47811332106244,-93.069730432382,5,59,228,"{""type"":""MultiPoint"",""coordinates"":[]}"
229_0,15,140,0,31,34.29341055008376,-93.10476472846265,2,54,229,"{""type"":""MultiPoint"",""coordinates"":[]}"
