system:index,label,latitude,longitude,month,pixel_id,precip,solar_rad,temp,.geo
202101_82_0,0,36.52033413941606,-91.72719824026538,1,82,0.10272835033669026,2.57810344E8,276.2222592753749,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_83_0,0,35.649866629104245,-93.01358572712454,1,83,0.13840286272301228,2.77134848E8,276.32316023303616,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_84_0,0,35.71499448720291,-91.777054738534,1,84,0.08581386345161945,2.71949096E8,277.4577919744676,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_85_0,0,35.40462655653961,-91.54573855287323,1,85,0.07928883867992909,2.75253728E8,278.4143218173776,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_86_0,0,35.205649721107136,-93.05445907255196,1,86,0.13337424236073048,2.87518372E8,278.1135851952337,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_87_0,0,36.12507541440347,-90.5526510062791,1,87,0.09027753608955891,2.63704448E8,277.5242139754757,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_88_0,0,33.178601282491435,-94.02329210647487,1,88,0.149998752648969,2.85458488E8,281.1785659790039,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_89_0,0,35.66019725487162,-92.15838957664275,1,89,0.09851436155571491,2.71677492E8,277.06893108737086,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_90_0,0,33.143566986410775,-93.79332339374028,1,90,0.13971763687862904,2.87017008E8,281.10074549849315,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_91_0,0,33.68165784159837,-94.52814529615004,1,91,0.1289554669214681,2.9048206E8,280.3336766560872,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_92_0,0,35.50254292250864,-90.25261370138318,1,92,0.07781334059967548,2.7307528E8,278.5248020131101,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_93_0,0,34.95726554504809,-90.76914498975191,1,93,0.06765647071136982,2.75569592E8,279.2887967837754,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_94_0,0,33.28145838252313,-92.69153969776768,1,94,0.10365858512653858,2.89594552E8,281.14021752470285,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_95_0,0,34.915493884336534,-94.01655474184398,1,95,0.10698096292748005,2.947684E8,278.20576534476334,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_96_0,0,35.25101464295518,-93.96984234706976,1,96,0.09608225363029987,2.9257172E8,278.3233413696289,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_97_0,0,33.54331728784396,-93.50765913339026,1,97,0.1328798367334798,2.87896268E8,280.78470152167864,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_98_0,0,34.265562776276056,-93.17079090184545,1,98,0.13188236790432484,2.90806368E8,279.3500734554824,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_99_0,0,35.90723395800448,-94.55150149353715,1,99,0.11134964066280872,2.7483182E8,276.8796170962754,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_100_0,0,36.36717138347368,-94.58878157782812,1,100,0.10571443873180897,2.61126184E8,276.4747584353211,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_101_0,0,34.440285099037304,-94.19711611395199,1,101,0.14126044350399525,2.96599048E8,278.65514685517996,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_102_0,0,35.69837565444669,-90.61553307616747,1,102,0.07364271419777424,2.70783356E8,278.1044233588762,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_103_0,0,33.95070326919217,-92.12560106877238,1,103,0.10244223314060719,2.84614748E8,280.2451664914367,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_104_0,0,35.917564583771856,-92.53523283833088,1,104,0.10606868403687031,2.67922684E8,276.73468682073775,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_105_0,0,35.4315760150632,-93.34686069753288,1,105,0.14267544286980183,2.85148252E8,277.72215689382244,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_106_0,0,36.27284827864113,-93.88405323743635,1,106,0.1159234626842931,2.60925724E8,276.21414225588563,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_107_0,0,33.25765302749396,-93.50765913339026,1,107,0.12985189097656757,2.87167392E8,281.0782609344811,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_108_0,0,36.42960429571999,-91.64724817997873,1,108,0.09707541602386982,2.59603024E8,276.4795493669407,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_109_0,0,35.178251104941495,-93.53236280370355,1,109,0.12826679485573322,2.89088228E8,277.8177208849179,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_110_0,0,35.67187535356517,-93.7048393382545,1,110,0.1377871467424825,2.8026676E8,276.5268233924784,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_111_0,0,33.657403328927145,-93.60198223822282,1,111,0.14016006725563557,2.89107716E8,280.3802655127741,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_112_0,0,35.3188374469062,-92.45932519682279,1,112,0.10357464688553364,2.82810888E8,277.84524839667864,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_113_0,0,34.22334195792244,-89.95616965762373,1,113,0.0891147537781194,2.75678504E8,280.1269998037687,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_114_0,0,34.017627757859074,-94.40552525986773,1,114,0.1374529136969045,2.94101648E8,279.9013744887485,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_115_0,0,35.719486063623506,-93.29610588398012,1,115,0.1446748955799535,2.79141336E8,276.4249458723171,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_116_0,0,34.27544424440138,-92.77912543796933,1,116,0.11700995105042011,2.90190408E8,279.6036961873372,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_117_0,0,35.90049659337359,-94.10234385147739,1,117,0.12364943164124043,2.74425824E8,276.26134802705496,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_118_0,0,34.346411151846816,-92.92734745984906,1,118,0.12179116743340046,2.90478664E8,279.5671643492996,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_119_0,0,34.59614280083204,-93.36707279142556,1,119,0.12922054367794544,2.90580992E8,278.7653304069273,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_120_0,0,35.50883112949748,-94.31973615023432,1,120,0.12414425450100453,2.86617612E8,277.94937306065714,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_121_0,0,33.48492679437619,-93.48295546307698,1,121,0.1328798367334798,2.87896268E8,280.78470152167864,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_122_0,0,35.43561843384174,-92.81146478819764,1,122,0.13380858140720875,2.82626732E8,277.72802414432647,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_123_0,0,35.18453931193033,-92.2625941496006,1,123,0.08865062731041462,2.82694828E8,278.3543393534999,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_124_0,0,35.56093341597641,-94.34713476639996,1,124,0.1283666624380544,2.83694428E8,277.55489168884935,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_125_0,0,36.355493284780124,-94.13827646284217,1,125,0.11030436890854389,2.58077784E8,276.18343304049586,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_126_0,0,35.42528780807436,-94.28739680000601,1,126,0.11087068753971607,2.89323712E8,278.0865617157311,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_127_0,0,34.34236873306828,-92.65470877111878,1,127,0.11181562977566273,2.89661432E8,279.654910590059,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_128_0,0,34.53460820386986,-92.70995516109213,1,128,0.10523585813774616,2.89157304E8,279.2772486696961,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_129_0,0,36.46194364594829,-94.17600570477519,1,129,0.1115955247236684,2.56881056E8,276.08712350168537,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_130_0,0,36.15067740000087,-94.47244974853463,1,130,0.10128959851994068,2.69030276E8,276.65564826227006,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_131_0,0,35.6525615749566,-91.96435347527293,1,131,0.0866639001919225,2.71369656E8,277.1685509630429,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_132_0,0,34.95501975683779,-91.29106616982534,1,132,0.06432352798714192,2.77100444E8,279.1336362284999,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_133_0,0,34.482056759748865,-90.88323103083508,1,133,0.07629151480927021,2.76191508E8,279.85786495413834,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_134_0,0,36.173135282103864,-94.60090883416372,1,134,0.09965307849182636,2.66041732E8,276.6231171802808,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_135_0,0,33.60709767301645,-94.30087152926781,1,135,0.14181040066017658,2.8779744E8,280.37347945346625,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_136_0,0,36.44936723197062,-92.53702946889912,1,136,0.11219240563644917,2.51254476E8,276.332644965059,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_137_0,0,34.21660459329154,-92.84110919257358,1,137,0.11956941920055897,2.90349948E8,279.7416697676464,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_138_0,0,36.38603600444019,-91.80580082762583,1,138,0.09814569192661793,2.59012476E8,276.4114498835738,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_139_0,0,33.34658624062179,-93.11195125073561,1,139,0.1174897982431844,2.88943156E8,281.0914996567593,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_140_0,0,34.94109586993394,-92.27292477536798,1,140,0.08859087365402729,2.84279384E8,278.90411778931974,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_141_0,0,36.471375956431544,-92.60979300691281,1,141,0.11331812875999958,2.50810484E8,276.3456395467122,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_142_0,0,34.389081127842495,-93.89393470556166,1,142,0.14409707325233967,2.9376066E8,278.61160581855364,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_143_0,0,35.12165724204196,-92.06900720587285,1,143,0.08388805228008778,2.8181792E8,278.6321792602539,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_144_0,0,34.9047141009271,-94.17286160128077,1,144,0.09632846551670582,2.96304996E8,278.2684044786679,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_145_0,0,34.79736542447482,-94.04125841215726,1,145,0.11571402686371357,2.95206028E8,278.23302508938696,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_146_0,0,34.63072793927064,-92.90578789303018,1,146,0.10967904167904408,2.89500164E8,279.0016375305832,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_147_0,0,33.66548816648422,-93.36797110670967,1,147,0.13205285208954365,2.88995312E8,280.5517703640846,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_148_0,0,33.35916265459946,-91.26321839601763,1,148,0.0835326893879369,2.8214106E8,281.1660623037687,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_149_0,0,35.26493852985903,-93.19414709923255,1,149,0.13836061793102772,2.8645394E8,277.8451197634461,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_150_0,0,35.01385940794762,-93.34955564338523,1,150,0.12946483331455738,2.89566456E8,278.47251916700793,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_151_0,0,34.52787083923896,-90.11157820177641,1,151,0.08652742045654804,2.76349024E8,279.7501018072969,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_152_0,0,35.689392501605504,-91.19719222263485,1,152,0.08012313979401142,2.7105686E8,278.02879751882244,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_153_0,0,34.31047854048204,-93.71741575223217,1,153,0.14079704719318897,2.9171248E8,279.2148720525926,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_154_0,0,33.16063497680905,-90.99327465313972,1,154,0.08999188082947285,2.82021316E8,281.42121813374183,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_155_0,0,35.367795629890715,-92.41261280204857,1,155,0.10555986898674519,2.7997494E8,277.4193253876061,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_156_0,0,35.2384382289775,-91.42985588122181,1,156,0.06789922552837879,2.7613156E8,278.90347987349315,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_157_0,0,34.728644305239676,-94.41630504327716,1,157,0.09933660763039143,2.98751892E8,278.02159405780094,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_158_0,0,33.178152124849376,-93.19549457215874,1,158,0.11497908669247181,2.88926968E8,281.1223611318937,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_159_0,0,33.73241265515112,-90.62766033250308,1,159,0.10057483452095539,2.750513E8,280.7423575616652,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_160_0,0,33.096854591636564,-93.84722231078744,1,160,0.13971763687862904,2.87017008E8,281.10074549849315,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_161_0,0,36.43050261100411,-92.3910532352297,1,161,0.11099771993889362,2.53514452E8,276.62276015743134,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_162_0,0,36.335730348529495,-94.1647767637237,1,162,0.11046121853127033,2.62732084E8,276.2284074188561,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_163_0,0,34.35853840818243,-93.16360437957249,1,163,0.1307027174784139,2.9093356E8,279.20413774059665,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_164_0,0,33.515020356394196,-91.64455323412638,1,164,0.08546803730263264,2.84311552E8,281.0422147525254,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_165_0,0,35.96248034797784,-94.31883783495019,1,165,0.11149006920589954,2.71960552E8,276.51785581855364,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_166_0,0,33.515020356394196,-91.19090401564603,1,166,0.0831800236059621,2.80372536E8,281.0690728464434,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_167_0,0,35.41046560588639,-94.33410919478023,1,167,0.11087068753971607,2.89323712E8,278.0865617157311,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_168_0,0,36.00470116633145,-94.58608663197575,1,168,0.10459492939247639,2.71774696E8,276.7964123961746,"{""type"":""MultiPoint"",""coordinates"":[]}"
