system:index,clay,elevation,label,landforms,latitude,longitude,org_carbon,ph,pixel_id,.geo
69_0,7,1919,0,21,38.514594070161394,-120.20828432327481,9,58,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,17,2118,0,31,38.63227337238105,-117.53759298358747,2,74,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,12,1198,0,34,39.1865339026828,-118.74223377959174,1,81,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,21,1493,0,41,39.69048877707385,-120.36593865563778,4,67,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,17,631,0,31,35.68804502867932,-117.55690676219604,0,80,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,10,2221,0,31,36.09453269474341,-118.29577108338434,5,72,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,24,385,0,22,36.188406641933895,-121.18879545589127,2,71,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,14,1229,0,34,39.693632880568266,-119.09527168625071,0,78,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,14,1340,0,32,39.29837415555568,-119.39396151822046,1,79,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,10,1691,0,31,37.41864942353558,-117.81607072166452,1,80,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,42,146,0,32,39.55529232681386,-122.3826564684861,2,72,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,12,1551,0,11,36.63576765342542,-118.94345640323452,6,58,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,20,1299,0,21,37.278961396854996,-119.61494707811386,7,61,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,36,15,0,34,39.112872049385,-122.03815255702627,16,71,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,12,1649,0,32,36.493384680892476,-118.08107373047977,2,79,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,29,26,0,24,37.19990965185248,-120.80386735664605,2,74,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,20,1274,0,34,39.28624689922007,-119.0786528534945,0,81,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,10,2477,0,32,38.618349485477204,-119.8422208449961,12,60,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,28,412,0,21,35.93912415059073,-120.68394226621609,3,69,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,30,276,0,21,36.521232454700176,-119.23046813651071,2,71,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,22,64,0,31,37.23853720906962,-121.88319317051565,3,69,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,28,444,0,21,36.20188137119569,-120.92109750122364,2,72,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,15,952,0,22,35.03272402891413,-118.64476657126478,3,70,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,11,1863,0,34,38.4319490640224,-118.92728672812036,1,80,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,8,2154,0,32,38.37355857055463,-120.0766811341513,14,60,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,20,1533,0,31,39.26738227825356,-119.7829320362442,2,79,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,15,429,0,21,37.26728329816144,-119.86378041181497,2,67,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,24,167,0,31,36.532910553393734,-121.79425995738782,5,70,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,10,1820,0,21,38.56534888371415,-117.60721241810673,2,81,101,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,29,390,0,11,36.33078961446684,-121.11109118381492,2,71,102,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,12,1739,0,34,38.65877367326258,-117.71725604041137,1,82,103,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,12,1752,0,21,38.67943492479733,-118.59535923063821,2,77,104,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,20,90,0,34,37.3135465352936,-120.2451152499237,2,69,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,12,1476,0,31,38.943539618328465,-119.40968203569255,1,79,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,13,1793,0,32,38.811936429204955,-118.47902740134472,1,79,107,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,12,1361,0,32,39.30241657433422,-118.33844105938002,1,78,108,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,16,2654,0,11,38.312023973592446,-118.71663179399434,3,77,109,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,17,91,0,34,38.14358985782003,-120.91480929423481,2,70,110,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,10,1823,0,32,40.23217289339792,-120.51056741638102,8,60,111,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,25,103,0,21,37.65221139740665,-120.48451627314155,4,74,112,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,13,1457,0,34,38.018274875685364,-117.61978883208441,0,81,113,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,20,359,0,34,36.69640393510348,-117.70198468058133,0,77,114,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,28,232,0,32,39.71249750153478,-122.43386043968091,2,71,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,22,111,0,24,36.3725612751784,-119.26190917145489,2,76,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,21,82,0,34,36.146634981222334,-119.31805387671236,2,74,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0,17,1644,0,21,39.886770666653966,-119.66210863053014,2,78,119,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,20,2268,0,22,38.64080736758019,-118.24546542747365,2,76,120,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,14,1007,0,21,37.25201193833141,-119.5664380527714,4,62,121,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,9,3364,0,21,37.77617890661515,-119.20576446619742,0,59,122,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,23,2043,0,21,39.64153059408934,-119.45729274575089,3,74,123,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,3,2047,0,32,38.65383293919992,-120.22220821017866,9,54,124,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,21,1879,0,21,39.96312746580413,-119.77035562226654,3,73,125,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,31,245,0,22,37.183290819096264,-121.11872686372993,3,73,126,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,31,10,0,34,38.01872403332742,-121.25122836813757,4,74,127,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,28,449,0,42,35.909030588572726,-120.2329879935881,3,73,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,25,182,0,34,35.03362234419825,-119.06922054301126,3,79,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,27,105,0,34,37.237189736143435,-120.14001236168173,4,69,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,14,1867,0,21,39.96986483043502,-120.33494677833566,4,65,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,19,1924,0,22,39.52160550365938,-117.85649490944989,2,77,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,22,5,0,21,36.86663468144413,-121.79560743031399,5,68,138,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,12,2310,0,31,38.15167469537711,-118.72651326211965,5,73,139,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,12,2261,0,22,37.5322863069767,-117.61439894037969,9,64,141,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,19,1378,0,32,38.895928908270136,-120.53931350547285,10,64,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,26,55,0,24,37.33825020560688,-122.02243203955418,4,75,143,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,16,2011,0,22,38.40095718672028,-119.18824731815708,3,76,144,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,21,1297,0,21,39.94022042605908,-118.57694376731375,1,79,145,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,10,1745,0,21,39.1106262611747,-118.07927709991154,1,83,146,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,9,1425,0,34,38.90401374582721,-119.07505959235803,1,81,147,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,17,1462,0,31,40.36781850129997,-119.65402379297306,2,76,148,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,29,249,0,22,36.10845658164726,-119.01442331067996,2,74,149,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,6,2322,0,21,39.34284076211959,-120.37582012376309,9,54,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
151_0,12,1277,0,21,36.35998486120072,-117.84841007189281,1,81,151,"{""type"":""MultiPoint"",""coordinates"":[]}"
152_0,19,1465,0,22,39.80008324173643,-120.07937608000366,2,72,152,"{""type"":""MultiPoint"",""coordinates"":[]}"
153_0,19,1561,0,32,39.71070087096654,-119.22552740244805,1,75,153,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,18,277,0,34,35.441906640830574,-119.78248287860215,2,77,154,"{""type"":""MultiPoint"",""coordinates"":[]}"
155_0,19,917,0,42,37.75866175857482,-120.00796001491615,5,59,155,"{""type"":""MultiPoint"",""coordinates"":[]}"
156_0,23,280,0,32,39.01899810219451,-120.91885171301334,5,64,156,"{""type"":""MultiPoint"",""coordinates"":[]}"
157_0,25,53,0,34,37.69847463453881,-122.08306832123225,3,72,157,"{""type"":""MultiPoint"",""coordinates"":[]}"
158_0,27,206,0,32,40.04801826015342,-121.97122806835937,4,63,158,"{""type"":""MultiPoint"",""coordinates"":[]}"
159_0,11,3482,0,22,37.147358207731486,-118.79792932720716,0,68,159,"{""type"":""MultiPoint"",""coordinates"":[]}"
160_0,15,1164,0,31,35.13064039488316,-118.22390586065478,2,75,160,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,4,2215,0,41,37.15409557236238,-119.21340014611243,7,55,161,"{""type"":""MultiPoint"",""coordinates"":[]}"
162_0,19,1205,0,34,39.36260369837022,-118.8877608556191,1,81,162,"{""type"":""MultiPoint"",""coordinates"":[]}"
164_0,17,1283,0,31,38.548730050957936,-120.45217692291325,8,58,164,"{""type"":""MultiPoint"",""coordinates"":[]}"
165_0,12,2297,0,31,37.729017354198874,-118.95827860542249,6,68,165,"{""type"":""MultiPoint"",""coordinates"":[]}"
166_0,12,1498,0,31,36.14753329650646,-117.5295081460304,1,79,166,"{""type"":""MultiPoint"",""coordinates"":[]}"
167_0,21,1843,0,32,40.375005023572925,-118.1488965344308,3,70,167,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0,17,1372,0,31,37.23269815972284,-118.25085531917837,1,80,168,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0,20,120,0,24,36.10890573928932,-119.08179695698892,2,76,169,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0,4,2512,0,21,37.585286908739754,-119.20801025440771,8,55,170,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0,13,1710,0,31,37.465810975951854,-119.65851536939365,10,56,171,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0,28,19,0,24,38.53525532169615,-121.7798869128419,2,75,172,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,14,1777,0,22,40.0951798125697,-119.2169934072489,2,76,173,"{""type"":""MultiPoint"",""coordinates"":[]}"
174_0,15,1209,0,21,36.40849388654318,-117.82864713564219,1,81,174,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,10,1573,0,31,39.155542025380676,-118.19605808684707,1,79,175,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,17,2196,0,31,37.71958504371562,-118.35865315327271,5,80,176,"{""type"":""MultiPoint"",""coordinates"":[]}"
177_0,13,1169,0,31,35.816054956666356,-118.67755507913515,4,65,177,"{""type"":""MultiPoint"",""coordinates"":[]}"
178_0,15,2634,0,41,37.693983058118214,-118.23243985585391,9,71,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,5,1880,0,32,38.55411994266265,-120.04973167562771,7,59,179,"{""type"":""MultiPoint"",""coordinates"":[]}"
180_0,34,74,0,34,37.205299543557196,-121.74081019798271,3,72,180,"{""type"":""MultiPoint"",""coordinates"":[]}"
181_0,22,1027,0,32,40.09383233964351,-121.64738540843427,6,62,181,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,13,2433,0,21,37.681855801782596,-118.91875273292123,5,64,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
183_0,7,3380,0,21,37.81256067562199,-118.38919587293277,5,70,183,"{""type"":""MultiPoint"",""coordinates"":[]}"
184_0,34,55,0,34,36.57243642589499,-120.24691188049195,2,75,184,"{""type"":""MultiPoint"",""coordinates"":[]}"
185_0,24,112,0,24,35.32018491983238,-119.00678763076495,1,76,185,"{""type"":""MultiPoint"",""coordinates"":[]}"
186_0,15,1631,0,31,37.062916571024246,-118.17449852002821,1,79,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
187_0,14,1560,0,31,39.50363919797699,-120.8658511112503,13,55,187,"{""type"":""MultiPoint"",""coordinates"":[]}"
188_0,17,1425,0,34,39.00956579171125,-119.82066127817723,4,77,188,"{""type"":""MultiPoint"",""coordinates"":[]}"
189_0,7,1536,0,31,37.558786607858224,-117.97686915752192,1,80,189,"{""type"":""MultiPoint"",""coordinates"":[]}"
190_0,6,1901,0,22,40.29146170214981,-120.77781621340658,9,52,190,"{""type"":""MultiPoint"",""coordinates"":[]}"
191_0,14,1170,0,31,35.348481851282145,-117.64628913296593,1,76,191,"{""type"":""MultiPoint"",""coordinates"":[]}"
192_0,27,331,0,32,35.224963499715706,-120.54605087010374,4,72,192,"{""type"":""MultiPoint"",""coordinates"":[]}"
193_0,18,1669,0,31,40.0817050833079,-117.85739322473401,3,77,193,"{""type"":""MultiPoint"",""coordinates"":[]}"
194_0,14,1730,0,21,40.246545937943836,-121.59842722544977,12,56,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
196_0,9,3105,0,22,38.27654051986972,-119.63066759558595,0,64,196,"{""type"":""MultiPoint"",""coordinates"":[]}"
197_0,18,1340,0,41,40.429802255904214,-120.67900153215344,3,69,197,"{""type"":""MultiPoint"",""coordinates"":[]}"
198_0,21,23,0,24,38.200183720719565,-121.21888901790926,2,73,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
199_0,11,1264,0,34,38.55456910030472,-118.66408034987334,1,80,199,"{""type"":""MultiPoint"",""coordinates"":[]}"
200_0,6,1631,0,32,39.87733835617071,-121.16588841614622,26,56,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
201_0,17,1878,0,22,39.87913498673895,-120.22939473245161,6,61,201,"{""type"":""MultiPoint"",""coordinates"":[]}"
202_0,21,227,0,32,38.57028961777681,-120.94400454096869,4,65,202,"{""type"":""MultiPoint"",""coordinates"":[]}"
203_0,24,1229,0,34,40.27753781524596,-118.39458576463748,3,81,203,"{""type"":""MultiPoint"",""coordinates"":[]}"
204_0,19,7,0,32,38.3214562840757,-121.37744166555636,2,72,204,"{""type"":""MultiPoint"",""coordinates"":[]}"
205_0,15,2029,0,22,40.03723847674399,-120.26936976259493,7,58,205,"{""type"":""MultiPoint"",""coordinates"":[]}"
206_0,16,2172,0,32,37.26279172174084,-118.13946422394754,2,79,206,"{""type"":""MultiPoint"",""coordinates"":[]}"
207_0,12,1608,0,22,38.440483059221535,-117.53444888009305,1,83,207,"{""type"":""MultiPoint"",""coordinates"":[]}"
208_0,33,64,0,31,37.93877397304078,-121.77045460235865,2,71,208,"{""type"":""MultiPoint"",""coordinates"":[]}"
209_0,18,1178,0,41,39.8238885967656,-118.39548407992162,0,84,209,"{""type"":""MultiPoint"",""coordinates"":[]}"
210_0,11,2285,0,21,38.212760134697234,-118.75031861714882,2,75,210,"{""type"":""MultiPoint"",""coordinates"":[]}"
211_0,16,1054,0,34,39.68015815130648,-118.11790465712868,1,79,211,"{""type"":""MultiPoint"",""coordinates"":[]}"
212_0,8,3616,0,22,36.53785128745639,-118.52214653498247,0,55,212,"{""type"":""MultiPoint"",""coordinates"":[]}"
213_0,16,1477,0,32,39.621318500196644,-119.75912668121504,2,76,213,"{""type"":""MultiPoint"",""coordinates"":[]}"
214_0,33,26,0,34,39.44749449271952,-122.18457794833775,2,76,214,"{""type"":""MultiPoint"",""coordinates"":[]}"
215_0,16,1461,0,21,37.4608702418892,-119.62976928030183,8,58,215,"{""type"":""MultiPoint"",""coordinates"":[]}"
216_0,24,478,0,31,35.69118913217374,-118.87832854513586,2,57,216,"{""type"":""MultiPoint"",""coordinates"":[]}"
217_0,27,9,0,24,38.5123482819511,-121.65861434948577,2,76,217,"{""type"":""MultiPoint"",""coordinates"":[]}"
218_0,16,901,0,31,35.225412657357765,-118.67935170970338,5,69,218,"{""type"":""MultiPoint"",""coordinates"":[]}"
219_0,22,261,0,31,40.242952676807356,-122.08441579415843,3,68,219,"{""type"":""MultiPoint"",""coordinates"":[]}"
221_0,15,1279,0,24,40.096078127853815,-120.12698679006199,1,77,221,"{""type"":""MultiPoint"",""coordinates"":[]}"
222_0,12,1865,0,21,38.74770688639041,-118.89404906260795,1,79,222,"{""type"":""MultiPoint"",""coordinates"":[]}"
223_0,18,1297,0,34,39.82433775440766,-119.69175303490609,1,77,223,"{""type"":""MultiPoint"",""coordinates"":[]}"
224_0,25,315,0,31,35.27437084034228,-119.40698708984019,1,80,224,"{""type"":""MultiPoint"",""coordinates"":[]}"
225_0,23,201,0,31,36.64654743683485,-121.49107854899748,4,67,225,"{""type"":""MultiPoint"",""coordinates"":[]}"
226_0,10,1606,0,22,38.927369943214316,-119.85120399783729,5,71,226,"{""type"":""MultiPoint"",""coordinates"":[]}"
227_0,10,1398,0,34,38.48000893172279,-118.57694376731375,0,81,227,"{""type"":""MultiPoint"",""coordinates"":[]}"
228_0,23,162,0,34,35.0453004428918,-119.07730538056833,3,78,228,"{""type"":""MultiPoint"",""coordinates"":[]}"
230_0,21,1184,0,31,35.05248696516476,-118.31283907378261,2,75,230,"{""type"":""MultiPoint"",""coordinates"":[]}"
231_0,19,437,0,21,35.302218614149986,-119.65043053183658,0,78,231,"{""type"":""MultiPoint"",""coordinates"":[]}"
232_0,20,1265,0,41,39.155542025380676,-120.6861880544264,9,53,232,"{""type"":""MultiPoint"",""coordinates"":[]}"
233_0,27,197,0,22,38.70997764445739,-122.15403522867769,4,69,233,"{""type"":""MultiPoint"",""coordinates"":[]}"
234_0,10,2005,0,31,39.380570004052615,-120.25993745211167,10,55,234,"{""type"":""MultiPoint"",""coordinates"":[]}"
235_0,22,488,0,41,38.672248402524374,-120.85596964312498,3,74,235,"{""type"":""MultiPoint"",""coordinates"":[]}"
236_0,31,121,0,32,38.3169647076551,-121.98155869412675,2,74,236,"{""type"":""MultiPoint"",""coordinates"":[]}"
237_0,20,1351,0,34,39.547656646898844,-119.75463510479445,2,76,237,"{""type"":""MultiPoint"",""coordinates"":[]}"
238_0,12,1035,0,31,36.00874358510999,-117.88793594439409,1,80,238,"{""type"":""MultiPoint"",""coordinates"":[]}"
239_0,18,1475,0,21,38.796665069374924,-119.31625724614412,2,80,239,"{""type"":""MultiPoint"",""coordinates"":[]}"
240_0,34,138,0,31,37.446048039701225,-120.26487818617433,2,71,240,"{""type"":""MultiPoint"",""coordinates"":[]}"
241_0,28,47,0,34,37.10738317758817,-121.01721723662443,2,73,241,"{""type"":""MultiPoint"",""coordinates"":[]}"
242_0,24,102,0,31,38.7310880536342,-122.1270857701541,3,72,242,"{""type"":""MultiPoint"",""coordinates"":[]}"
