system:index,label,latitude,longitude,month,pixel_id,precip,solar_rad,temp,.geo
202101_26_0,0,38.86448787332595,-118.05637006016649,1,26,0.023209987456937142,3.2010428E8,275.4030755976195,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_27_0,0,37.12984105969115,-118.28005056591225,1,27,0.06931820350422413,3.67888516E8,274.6296170962754,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_28_0,0,35.476940936911234,-119.06877138536919,1,28,0.029545037324567147,3.42727108E8,283.2232043358587,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_29_0,0,37.66523696902639,-120.2217590525366,1,29,0.18665371673836262,2.96777312E8,279.3587391350859,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_30_0,0,39.430875659963306,-117.94363149200949,1,30,0.034384770567555734,3.19976016E8,272.11754394859395,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_31_0,0,37.151400626510025,-121.93035472293192,1,31,0.11487217086090595,2.87701672E8,282.94446924681307,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_32_0,0,36.50775772543839,-118.7148351634261,1,32,0.12531508343948872,3.41767068E8,273.2567671088762,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_33_0,0,39.384163265189095,-117.86862216578551,1,33,0.034384770567555734,3.19976016E8,272.11754394859395,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_34_0,0,38.06633474338575,-117.73881560723024,1,34,0.022623105223317452,3.40389784E8,273.7982920164703,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_35_0,0,39.95369515532087,-121.6693941328952,1,35,0.151814816768308,2.29810692E8,278.82238318330496,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_36_0,0,38.29899840197271,-122.44059780431182,1,36,0.07596999245419056,2.5565232E8,282.7342274163359,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_37_0,0,40.108654541831484,-120.60039894479297,1,37,0.11361358898415119,2.582339E8,270.6925948768534,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_38_0,0,39.50319004033493,-118.73235231146643,1,38,0.030787928278584786,3.03217448E8,276.0968602498372,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_39_0,0,39.961330835235884,-118.93851566917186,1,39,0.041763557369847604,2.90899908E8,275.7541524415375,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_40_0,0,39.082778487366994,-121.40618775464819,1,40,0.13308842318787129,2.41713008E8,281.91364189886275,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_41_0,0,38.064987270459575,-121.17037999256681,1,41,0.09793124931587727,2.6674962E8,282.32613454839236,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_42_0,0,38.74815604403247,-120.62106019632772,1,42,0.18884940284027607,2.61349544E8,277.96800912836545,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_43_0,0,37.3827168121708,-118.59041849657555,1,43,0.11221332686676533,3.65591836E8,271.7534252699985,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_44_0,0,39.08861753671377,-121.34644978825423,1,44,0.13964713948502094,2.42135336E8,281.5013251355899,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_45_0,0,37.472997498224814,-117.5896952700664,1,45,0.02793343203796894,3.55353992E8,272.26325914936683,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_46_0,0,39.53867349405765,-122.16571332737124,1,46,0.06838880317940266,2.38631752E8,282.7274728590442,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_47_0,0,40.34446230391286,-120.51460983515956,1,47,0.08765567677750141,2.58081844E8,272.9165164578346,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_48_0,0,35.44729653253529,-120.12159689835727,1,48,0.07422438102497608,3.35210988E8,282.6785397273238,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_49_0,0,35.677714402911946,-120.86495279596618,1,49,0.181368438775678,3.22719176E8,282.5606933101531,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_50_0,0,37.423590157598234,-118.71753010927846,1,50,0.12840339380039723,3.6502714E8,267.55108782040173,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_51_0,0,39.4465961774354,-120.45756681461798,1,51,0.1856568439556554,2.6487904E8,271.4020255304152,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_52_0,0,38.11394545344409,-119.89297565854885,1,52,0.23647644954456837,3.1325664E8,271.7304025465442,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_53_0,0,40.05924720120491,-118.78445459794536,1,53,0.04025129812492878,2.8928622E8,275.14024902671895,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_54_0,0,39.16227939001157,-117.73971392251435,1,54,0.0336059315754369,3.248636E8,270.6526371945617,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_55_0,0,39.82254112383942,-121.61324942763774,1,55,0.16201424437298328,2.28202948E8,280.3642703640846,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_56_0,0,35.162530587469405,-119.62437938859712,1,56,0.04542735057606251,3.47912948E8,282.78709830007244,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_57_0,0,36.79387114343045,-119.81661885939869,1,57,0.10132548051609547,3.04598644E8,282.7137931085402,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_58_0,0,37.53812535632348,-119.63426085672243,1,58,0.24186715322269947,3.15508704E8,273.10101326563023,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_59_0,0,36.20637294761629,-120.28104786128849,1,59,0.09906354385151417,3.189908E8,283.7164445282311,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_60_0,0,35.4684069417121,-118.42288269608726,1,60,0.045026583845753976,3.68776708E8,276.9772707211074,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_61_0,0,39.88991477014839,-118.52573979611894,1,61,0.02908159631027729,2.92804504E8,276.0782950616652,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_62_0,0,35.167022163889996,-120.1458514110285,1,62,0.08004611569180042,3.38700292E8,282.23274682157785,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_63_0,0,37.465810975951854,-122.39927530124231,1,63,0.06838065224422962,2.75948104E8,283.5793713805496,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_64_0,0,38.62373937718192,-121.2943475017753,1,64,0.10307948129906208,2.52506584E8,282.1466518114972,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_65_0,0,39.90024539591576,-118.95558365957014,1,65,0.04246912735237629,2.92100672E8,275.6143989973171,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_67_0,0,40.131561581576534,-118.53607042188632,1,67,0.03193561571373493,2.86440744E8,275.1580187889837,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_68_0,0,40.11988348288298,-120.14225814989202,1,68,0.08397266107334644,2.6943E8,273.7519525507445,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_69_0,0,38.514594070161394,-120.20828432327481,1,69,0.22769373493923695,2.90584896E8,272.9510164158319,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_70_0,0,38.63227337238105,-117.53759298358747,1,70,0.03433924752010853,3.41382736E8,270.5917332967122,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_71_0,0,39.1865339026828,-118.74223377959174,1,71,0.034237532193799325,3.10628076E8,275.74124974076466,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_72_0,0,39.69048877707385,-120.36593865563778,1,72,0.1361769719673589,2.71832472E8,272.35509802705496,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_74_0,0,35.68804502867932,-117.55690676219604,1,74,0.009208677585263558,3.74661248E8,281.9509980396558,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_75_0,0,36.09453269474341,-118.29577108338434,1,75,0.07650062280430348,3.636198E8,271.9489110310872,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_76_0,0,36.188406641933895,-121.18879545589127,1,76,0.17690174120201618,3.19747536E8,283.011838933473,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_77_0,0,39.693632880568266,-119.09527168625071,1,77,0.045795334751744576,2.94384704E8,275.8137280043735,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_78_0,0,39.29837415555568,-119.39396151822046,1,78,0.06712721126808674,3.02599672E8,274.979124089723,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_79_0,0,37.41864942353558,-117.81607072166452,1,79,0.0362125171972707,3.57717428E8,274.48401740289506,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_80_0,0,39.55529232681386,-122.3826564684861,1,80,0.0745980574442342,2.396003E8,282.0463992703346,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_81_0,0,36.63576765342542,-118.94345640323452,1,81,0.12592565851940662,3.25853668E8,277.12862215759935,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_82_0,0,37.278961396854996,-119.61494707811386,1,82,0.21414570348991901,3.09650572E8,278.0892052599179,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_83_0,0,39.112872049385,-122.03815255702627,1,83,0.06945200103058369,2.4341012E8,283.4094783823977,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_86_0,0,36.493384680892476,-118.08107373047977,1,86,0.060682712371487924,3.88379132E8,273.1713126397902,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_87_0,0,37.19990965185248,-120.80386735664605,1,87,0.11312135892643482,2.95593216E8,283.4353257866316,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_88_0,0,39.28624689922007,-119.0786528534945,1,88,0.04812773900761158,3.0403882E8,275.5461971323977,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_89_0,0,38.618349485477204,-119.8422208449961,1,89,0.17447346287502796,3.11685168E8,268.8378217963762,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_90_0,0,35.93912415059073,-120.68394226621609,1,90,0.14796271758808643,3.22001748E8,282.1008793820617,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_92_0,0,36.521232454700176,-119.23046813651071,1,92,0.11135504978432209,3.08937968E8,282.18616584039506,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_93_0,0,37.23853720906962,-121.88319317051565,1,93,0.11487217086090595,2.87701672E8,282.94446924681307,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_94_0,0,36.20188137119569,-120.92109750122364,1,94,0.15683668690456898,3.19427568E8,282.4882281723843,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_95_0,0,35.03272402891413,-118.64476657126478,1,95,0.034558011467595406,3.694782E8,278.579715277559,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_96_0,0,38.4319490640224,-118.92728672812036,1,96,0.07511982160343678,3.41190656E8,271.99019179805634,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_97_0,0,38.37355857055463,-120.0766811341513,1,97,0.2304515673471883,2.9598146E8,272.8090657059864,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_98_0,0,39.26738227825356,-119.7829320362442,1,98,0.10503071385159046,2.96214268E8,273.4345487369004,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_99_0,0,37.26728329816144,-119.86378041181497,1,99,0.16531674402489216,3.04816012E8,281.1269998037687,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_100_0,0,36.532910553393734,-121.79425995738782,1,100,0.12394507067932636,3.06420356E8,283.07750226092594,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_101_0,0,38.56534888371415,-117.60721241810673,1,101,0.03192689853443653,3.40310804E8,271.374883918352,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_102_0,0,36.33078961446684,-121.11109118381492,1,102,0.16482239800228626,3.17859388E8,283.08756715507917,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_103_0,0,38.65877367326258,-117.71725604041137,1,103,0.03230519431366474,3.41090344E8,271.64570937618134,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_104_0,0,38.67943492479733,-118.59535923063821,1,104,0.041242821390767403,3.32334076E8,275.2019746021558,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_105_0,0,37.3135465352936,-120.2451152499237,1,105,0.14488649206890614,2.9968982E8,282.27774220128214,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_106_0,0,38.943539618328465,-119.40968203569255,1,106,0.08705185192360432,3.15780268E8,272.95357070430634,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_107_0,0,38.811936429204955,-118.47902740134472,1,107,0.03274847405685932,3.26713904E8,274.31071168632917,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_108_0,0,39.30241657433422,-118.33844105938002,1,108,0.033939598376889535,3.11429616E8,275.4202126943937,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_109_0,0,38.312023973592446,-118.71663179399434,1,109,0.061110271389622994,3.4434852E8,271.2079363587082,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_110_0,0,38.14358985782003,-120.91480929423481,1,110,0.11497528689636738,2.7264364E8,281.6249810495684,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_111_0,0,40.23217289339792,-120.51056741638102,1,111,0.09586232739223988,2.60988584E8,271.8938035042055,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_112_0,0,37.65221139740665,-120.48451627314155,1,112,0.14032989578976185,2.8911204E8,281.7406695786343,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_113_0,0,38.018274875685364,-117.61978883208441,1,113,0.022308407600064584,3.42739116E8,273.79118043632917,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_114_0,0,36.69640393510348,-117.70198468058133,1,114,0.030688343818326302,3.60295388E8,280.75503974832515,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_115_0,0,39.71249750153478,-122.43386043968091,1,115,0.07816259401573689,2.375561E8,282.1665190830026,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_116_0,0,36.3725612751784,-119.26190917145489,1,116,0.09586018162502796,3.07549296E8,283.1661515594811,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_118_0,0,36.146634981222334,-119.31805387671236,1,118,0.06295314269794972,3.12851248E8,283.49893360753214,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_119_0,0,39.886770666653966,-119.66210863053014,1,119,0.06850933867229969,2.81995848E8,274.33202017507244,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_120_0,0,38.64080736758019,-118.24546542747365,1,120,0.029269663865704842,3.3540622E8,273.6530230942593,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_121_0,0,37.25201193833141,-119.5664380527714,1,121,0.21414570348991901,3.09650572E8,278.0892052599179,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_122_0,0,37.77617890661515,-119.20576446619742,1,122,0.19783827501072437,3.5269324E8,266.13247852940714,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_123_0,0,39.64153059408934,-119.45729274575089,1,123,0.06566086250080616,2.93857648E8,274.24535550353346,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_124_0,0,38.65383293919992,-120.22220821017866,1,124,0.2147384120775655,2.90004536E8,271.5079589351531,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_125_0,0,39.96312746580413,-119.77035562226654,1,125,0.07066888945831806,2.78341148E8,273.2130606866652,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_126_0,0,37.183290819096264,-121.11872686372993,1,126,0.10996548670067341,2.92842632E8,283.32090783888293,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_127_0,0,38.01872403332742,-121.25122836813757,1,127,0.09195943015350849,2.6793324E8,282.43475612517324,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_128_0,0,35.909030588572726,-120.2329879935881,1,128,0.08136942821278126,3.23713856E8,282.9664550289031,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_132_0,0,35.03362234419825,-119.06922054301126,1,132,0.038767306382794686,3.59695884E8,281.5065912226195,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_133_0,0,37.237189736143435,-120.14001236168173,1,133,0.13343965845837147,3.02068952E8,282.24681772211545,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_134_0,0,39.96986483043502,-120.33494677833566,1,134,0.10153189140095265,2.69425556E8,270.42854497765984,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_136_0,0,39.52160550365938,-117.85649490944989,1,136,0.03417129653229267,3.19115272E8,271.0375025759461,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_138_0,0,36.86663468144413,-121.79560743031399,1,138,0.10501482921375782,2.93639228E8,283.4160885554488,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_139_0,0,38.15167469537711,-118.72651326211965,1,139,0.06952358620895893,3.45109792E8,271.46875992641657,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_141_0,0,37.5322863069767,-117.61439894037969,1,141,0.02793343203796894,3.55353992E8,272.26325914936683,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_142_0,0,38.895928908270136,-120.53931350547285,1,142,0.1956213100506261,2.65385484E8,276.14086069086545,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_143_0,0,37.33825020560688,-122.02243203955418,1,143,0.11089199620022328,2.84776888E8,283.5779301633117,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_144_0,0,38.40095718672028,-119.18824731815708,1,144,0.1105644835783437,3.40795424E8,270.23466056905767,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_145_0,0,39.94022042605908,-118.57694376731375,1,145,0.031915677960057565,2.9371404E8,275.87230862853346,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_146_0,0,39.1106262611747,-118.07927709991154,1,146,0.025158060963292428,3.15635124E8,273.26989294892996,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_147_0,0,38.90401374582721,-119.07505959235803,1,147,0.05761471229328663,3.19341464E8,274.8544916132445,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_148_0,0,40.36781850129997,-119.65402379297306,1,148,0.06095905440582783,2.63454348E8,274.5315460697297,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_149_0,0,36.10845658164726,-119.01442331067996,1,149,0.0646883084131673,3.19774764E8,282.5820569274246,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_150_0,0,39.34284076211959,-120.37582012376309,1,150,0.18168526726498158,2.69723748E8,272.0166981194609,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_151_0,0,36.35998486120072,-117.84841007189281,1,151,0.02779610293640644,3.68923664E8,276.45774997177944,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_152_0,0,39.80008324173643,-120.07937608000366,1,152,0.09727920430435688,2.85380504E8,272.65523611089236,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_153_0,0,39.71070087096654,-119.22552740244805,1,153,0.051222620780606576,2.93479672E8,275.7273862284999,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_154_0,0,35.441906640830574,-119.78248287860215,1,154,0.051315097386975594,3.40079436E8,283.0459871189569,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_155_0,0,37.75866175857482,-120.00796001491615,1,155,0.21523004608883411,3.02415972E8,277.63153084375523,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_156_0,0,39.01899810219451,-120.91885171301334,1,156,0.184926389033933,2.4811386E8,279.9717736192929,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_157_0,0,37.69847463453881,-122.08306832123225,1,157,0.06660298841728718,2.719276E8,283.3401030673776,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_158_0,0,40.04801826015342,-121.97122806835937,1,158,0.08446110623611958,2.28671032E8,281.552857183641,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_159_0,0,37.147358207731486,-118.79792932720716,1,159,0.1546999050928548,3.53169192E8,269.4771079606907,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_160_0,0,35.13064039488316,-118.22390586065478,1,160,0.023682622487683602,3.76872476E8,280.0897670458722,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_161_0,0,37.15409557236238,-119.21340014611243,1,161,0.2073596699787572,3.24899556E8,270.88089817826466,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_162_0,0,39.36260369837022,-118.8877608556191,1,162,0.03553993838562519,3.04420972E8,276.0656076246692,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_164_0,0,38.548730050957936,-120.45217692291325,1,164,0.19703222649826557,2.73280852E8,278.0105210991316,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_165_0,0,37.729017354198874,-118.95827860542249,1,165,0.15660320060982258,3.5086444E8,268.5354601952337,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_166_0,0,36.14753329650646,-117.5295081460304,1,166,0.017085654909749337,3.68146548E8,277.4262689569945,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_167_0,0,40.375005023572925,-118.1488965344308,1,167,0.03449205892815144,2.85810572E8,272.5143407185872,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_168_0,0,37.23269815972284,-118.25085531917837,1,168,0.0673823340488866,3.64540444E8,274.8272449944609,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_169_0,0,36.10890573928932,-119.08179695698892,1,169,0.06245426672234089,3.16630908E8,282.9199764292727,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_170_0,0,37.585286908739754,-119.20801025440771,1,170,0.21803393798603565,3.4781294E8,268.3344012024582,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_171_0,0,37.465810975951854,-119.65851536939365,1,171,0.23302580254807026,3.11047192E8,276.03800660820417,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_172_0,0,38.53525532169615,-121.7798869128419,1,172,0.08560971754326374,2.51315336E8,283.23229266751196,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_173_0,0,40.0951798125697,-119.2169934072489,1,173,0.052376045162816354,2.85936524E8,274.92645271875523,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_174_0,0,36.40849388654318,-117.82864713564219,1,174,0.02779610293640644,3.68923664E8,276.45774997177944,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_175_0,0,39.155542025380676,-118.19605808684707,1,175,0.02764276998772175,3.13006004E8,274.33653808921895,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_176_0,0,37.71958504371562,-118.35865315327271,1,176,0.06310750382675678,3.56244872E8,272.2180458807176,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_177_0,0,35.816054956666356,-118.67755507913515,1,177,0.07955632942451984,3.46231608E8,278.4242528279622,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_178_0,0,37.693983058118214,-118.23243985585391,1,178,0.050936920817036935,3.56597684E8,271.54224625454157,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_179_0,0,38.55411994266265,-120.04973167562771,1,179,0.2009311749292806,3.00939532E8,269.9920346659999,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_180_0,0,37.205299543557196,-121.74081019798271,1,180,0.0939900262905553,2.88836632E8,282.8291246147566,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_181_0,0,40.09383233964351,-121.64738540843427,1,181,0.16293243902458698,2.32632296E8,276.4445480018534,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_182_0,0,37.681855801782596,-118.91875273292123,1,182,0.13681313234104664,3.50611028E8,269.7802203598843,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_183_0,0,37.81256067562199,-118.38919587293277,1,183,0.06111273008121998,3.55645036E8,271.2331300961074,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_184_0,0,36.57243642589499,-120.24691188049195,1,184,0.092633931214948,3.0832266E8,283.5206857496692,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_185_0,0,35.32018491983238,-119.00678763076495,1,185,0.023551611478467294,3.52417428E8,283.05724121421895,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101_186_0,0,37.062916571024246,-118.17449852002821,1,186,0.06336457865967304,3.6697842E8,274.16199591852006,"{""type"":""MultiPoint"",""coordinates"":[]}"
